episodes,elapsed_s,mean_score,max_score,moves_per_s,r1024,r2048,r4096,r8192,r16384,r32768,mean_value,mean_abs_td_error
404000,7974.6,249693.2,386636,491983,99.7000,99.3500,96.7000,90.7000,60.7000,0.0000,201671.39,415.48
406000,8013.7,247720.2,507764,491980,99.4000,98.6500,96.2000,89.4500,61.0000,0.0500,201922.50,414.74
408000,8053.5,252431.1,389372,491976,99.6500,98.7000,96.7000,90.3000,62.5000,0.0000,201382.74,416.08
410000,8092.5,247923.9,554360,491980,99.6000,98.6500,96.2000,89.4000,60.8000,0.0500,201986.90,415.20
412000,8132.0,249907.4,528712,491973,99.7000,98.9500,96.8000,90.2500,61.2500,0.1500,201497.46,416.97
414000,8171.6,249145.5,460468,491953,99.6000,98.6500,96.7500,90.8000,60.1000,0.0500,201840.97,414.34
416000,8212.2,256843.0,535044,491939,99.8000,98.9500,96.7500,91.0000,64.2500,0.2000,200950.90,415.44
418000,8252.1,252178.1,522548,491927,99.7500,99.0000,96.6000,89.9000,62.1500,0.2000,201484.20,415.48
420000,8291.8,251877.5,453612,491925,99.7000,99.1500,97.4000,91.0500,61.8000,0.0500,201969.56,413.04
422000,8331.6,252610.1,488408,491921,99.7000,99.0500,97.3000,90.7000,62.7000,0.0500,201703.29,416.05
424000,8371.4,251798.5,533160,491916,99.8000,99.1500,97.2500,90.9500,61.7000,0.1000,201652.22,416.41
426000,8412.1,253216.8,576788,491868,99.6500,99.1000,97.1500,91.3000,62.3000,0.0500,201659.02,414.54
428000,8452.0,255288.0,527320,491883,99.8000,98.9000,96.6500,91.2000,63.6000,0.1000,201302.30,418.62
430000,8491.2,249235.8,522632,491885,99.8000,98.9000,96.6500,90.8500,60.4000,0.0500,201719.32,417.97
432000,8531.5,255426.9,425736,491879,99.6000,98.7500,96.5000,90.8000,64.0000,0.0000,201270.86,416.83
434000,8571.4,254767.9,511344,491888,99.7500,98.7500,96.7500,91.0500,63.8000,0.0500,201458.65,413.76
436000,8610.8,252305.4,387240,491907,99.7500,98.9000,96.6500,90.9500,61.7000,0.0000,201559.79,416.29
438000,8650.2,249755.6,529516,491907,99.9000,99.4000,96.7000,89.7500,61.1500,0.0500,201981.39,415.10
440000,8689.5,250541.9,506372,491916,99.7500,98.9500,97.2500,91.7000,61.0000,0.1000,202315.38,411.93
442000,8729.4,253392.3,411044,491919,99.6500,99.0000,96.8500,90.6500,62.8500,0.0000,201885.51,414.54
444000,8769.5,255371.6,427252,491919,99.5500,99.0000,97.0500,91.5000,63.8500,0.0000,201651.58,412.74
446000,8808.5,249280.6,511540,491936,99.5000,98.9000,96.9000,90.2500,60.6500,0.0500,202151.56,412.79
448000,8847.9,251520.2,533324,491950,99.5500,98.9500,97.0500,90.8500,61.2000,0.0500,201945.05,417.38
450000,8887.2,253700.0,387448,491980,99.5500,98.8500,96.9000,90.6500,63.8500,0.0000,202076.27,413.63
452000,8925.7,251077.8,386700,492035,99.5500,98.7500,96.4000,90.2500,62.9000,0.0000,202281.56,417.70
454000,8964.8,251540.4,524680,492063,99.8000,99.0000,96.5500,90.6500,61.2500,0.0500,201810.51,415.79
