episodes,elapsed_s,mean_score,max_score,moves_per_s,r1024,r2048,r4096,r8192,r16384,r32768,mean_value,mean_abs_td_error
376000,3588.5,224359.6,487992,899876,99.9000,99.1000,96.5500,87.9000,48.8500,0.0500,160634.54,395.09
378000,3607.7,223459.4,489136,899947,99.9500,99.0500,96.6500,88.0500,47.5500,0.0500,160791.31,392.83
380000,3626.9,221375.4,531120,899987,99.7000,98.6000,96.5500,88.5000,46.8500,0.0500,161163.98,392.06
382000,3646.1,223179.2,504304,900047,99.9000,99.0000,96.8500,88.7000,48.5000,0.1000,161011.07,394.81
384000,3665.3,219598.1,467964,900059,99.8000,98.9500,96.2000,87.4000,46.1500,0.0500,161216.03,391.60
386000,3684.5,219857.0,387196,900058,99.7500,98.8500,96.0000,87.5000,46.2000,0.0000,161422.42,390.77
388000,3704.1,219339.4,387484,899973,99.9000,99.0000,95.7500,86.7500,46.4500,0.0000,161405.10,391.87
390000,3723.5,218839.7,492832,899908,99.9000,98.6000,95.5000,86.0500,46.9000,0.0500,161240.63,391.86
392000,3742.6,219108.5,389588,899926,99.6500,98.9000,96.5000,86.9500,45.9500,0.0000,161465.67,392.43
394000,3761.9,223775.9,505640,899975,99.8000,98.7500,96.4500,88.4000,48.1500,0.0500,161359.70,389.30
396000,3781.3,222295.7,489968,899988,99.7000,98.8000,95.6000,87.7000,47.3500,0.0500,161101.49,392.22
398000,3800.0,217891.1,409076,900083,99.5500,98.5500,96.1500,87.1500,45.4500,0.0000,161949.08,388.28
400000,3819.3,221034.6,479000,900084,99.7000,98.8500,96.0500,87.7000,46.5000,0.0500,161579.75,388.92
402000,3838.5,224621.5,514164,900190,99.6500,98.6000,95.8500,87.3500,48.3500,0.0500,161213.16,390.22
404000,3857.8,223125.2,410500,900235,99.9000,99.1500,96.0500,87.4500,48.3500,0.0000,161482.08,391.57
406000,3876.6,219053.6,484168,900321,99.8000,98.8500,95.9000,87.4500,46.2000,0.0500,161893.12,391.74
408000,3895.7,220225.5,419132,900334,99.9000,98.8000,95.8000,87.5000,46.9500,0.0000,161931.78,392.04
410000,3915.1,222106.9,462744,900339,99.8000,99.0500,96.6000,87.6500,47.9000,0.0500,161835.35,391.78
412000,3934.3,219173.7,387412,900328,99.7500,99.0000,96.3500,88.6500,46.0500,0.0000,162401.82,389.55
414000,3953.8,222434.9,387428,900320,99.9000,98.9500,96.6000,86.9000,47.2000,0.0000,161541.90,394.24
416000,3973.2,221829.3,514144,900321,99.7000,98.5500,95.4000,85.8000,48.4500,0.1000,161842.75,390.79
418000,3992.4,220290.4,387320,900321,99.6500,98.9500,96.1500,86.6500,46.9000,0.0000,161995.44,391.43
420000,4011.6,220091.7,387316,900332,99.7500,98.4500,96.0000,86.4000,46.7000,0.0000,161648.79,394.30
422000,4030.7,220558.5,531012,900376,99.9000,99.1500,96.2500,87.2500,47.0000,0.1000,162222.88,391.89
424000,4050.2,222727.3,479872,900363,99.8500,99.1000,95.9000,88.0000,47.7000,0.0500,161826.30,395.37
426000,4069.5,217993.0,409384,900320,99.5000,98.4500,95.4500,86.6000,45.8500,0.0000,162067.08,395.44
428000,4089.3,224791.4,387480,900280,99.7000,98.8500,95.9500,87.2000,49.4500,0.0000,161879.65,389.72
430000,4108.9,221038.6,503408,900221,99.8500,99.1000,95.9500,87.2000,46.8500,0.0500,162130.03,395.30
432000,4128.0,220337.5,468988,900250,99.7500,99.1000,96.8000,87.8500,46.0500,0.0500,162145.11,394.68
434000,4147.6,221640.9,506832,900200,99.8000,99.1000,95.8000,87.4000,47.4000,0.0500,162467.90,393.09
436000,4167.5,223814.7,533604,900133,99.6500,99.0500,96.7500,87.2000,48.6000,0.0500,162177.62,393.85
438000,4186.5,218083.1,520704,900148,99.7500,98.8000,96.2500,86.8500,45.5000,0.0500,162627.83,391.34
440000,4206.1,221780.9,418396,900092,99.7500,98.7500,95.6500,86.7500,48.1000,0.0000,162551.74,390.74
442000,4225.4,220213.5,387312,900087,99.6500,98.9500,95.6500,86.6000,46.7500,0.0000,162426.38,393.91
444000,4244.8,221970.6,386832,900081,99.7500,99.1000,96.2000,87.1000,47.4000,0.0000,162473.42,393.00
446000,4264.2,223457.8,387248,900101,99.7000,98.8500,96.4000,86.9000,48.6000,0.0000,162348.06,391.43
448000,4283.6,220699.6,387448,900091,99.7500,99.0000,95.9500,86.9000,47.2000,0.0000,162843.05,391.87
450000,4302.6,222771.0,402444,900191,99.8500,98.9500,96.1500,87.7500,47.7000,0.0000,162760.37,391.97
452000,4322.0,219052.4,392012,900139,99.8000,98.8500,96.0500,86.0000,46.2500,0.0000,162869.67,392.71
454000,4341.4,222453.2,513260,900140,99.6500,98.3500,95.5000,88.0000,48.3000,0.1500,162854.38,389.99
456000,4361.1,227428.0,410752,900170,99.7500,98.7500,95.5000,88.4000,49.9500,0.0000,162252.94,393.43
458000,4381.0,225896.9,387308,900125,99.8500,99.1500,96.2000,87.7500,49.1000,0.0000,162622.80,389.71
460000,4400.4,222014.3,406020,900126,99.8000,98.9000,95.7500,86.6000,48.4500,0.0000,163098.50,389.25
462000,4420.5,226766.7,527772,900056,99.8000,99.0000,96.1500,88.0500,49.9000,0.0500,162383.39,393.99
464000,4439.9,225517.0,496240,900102,99.7500,98.7500,96.3000,88.3500,49.4500,0.0500,162914.46,390.06
466000,4459.5,224543.5,386996,900100,99.8500,99.0000,96.4000,87.8500,48.7500,0.0000,163041.58,391.85
468000,4478.6,222612.5,470000,900181,99.8000,98.6500,95.6500,87.2500,47.9500,0.0500,162946.57,394.08
470000,4498.1,224184.5,418336,900201,99.8000,98.9500,96.5500,88.1000,48.1000,0.0000,163130.34,391.45
472000,4516.8,218540.5,509264,900277,99.8500,98.9500,96.3500,88.0500,45.7500,0.0500,163862.90,392.27
474000,4536.1,222816.6,584076,900320,99.8000,98.7500,96.7000,88.1500,47.6000,0.1000,163342.15,392.95
